replay,cell_id,mutant_id,stratum,intended_stage,bypassed_stage,outcome,destination,mutated_source_sha256
1,r1-D-LINT-01-bypass-mypy,D-LINT-01,directed,ruff_lint,mypy,controlled_rejection,ruff_lint,2583de4cf9df2106dfc6f4791dab6f8f8ba382893986be751630050b31e9d384
1,r1-D-LINT-01-bypass-pytest,D-LINT-01,directed,ruff_lint,pytest,controlled_rejection,ruff_lint,2583de4cf9df2106dfc6f4791dab6f8f8ba382893986be751630050b31e9d384
1,r1-D-LINT-02-bypass-none,D-LINT-02,directed,ruff_lint,none,controlled_rejection,ruff_lint,ce158b9c36228250becf266b0a89ab02a3a800b67affcfb597e8a54cab1ab82b
1,r1-D-LINT-02-bypass-ruff_format,D-LINT-02,directed,ruff_lint,ruff_format,controlled_rejection,ruff_lint,ce158b9c36228250becf266b0a89ab02a3a800b67affcfb597e8a54cab1ab82b
1,r1-D-LINT-02-bypass-ruff_lint,D-LINT-02,directed,ruff_lint,ruff_lint,accepted,accepted,ce158b9c36228250becf266b0a89ab02a3a800b67affcfb597e8a54cab1ab82b
1,r1-D-LINT-02-bypass-mypy,D-LINT-02,directed,ruff_lint,mypy,controlled_rejection,ruff_lint,ce158b9c36228250becf266b0a89ab02a3a800b67affcfb597e8a54cab1ab82b
1,r1-D-LINT-02-bypass-pytest,D-LINT-02,directed,ruff_lint,pytest,controlled_rejection,ruff_lint,ce158b9c36228250becf266b0a89ab02a3a800b67affcfb597e8a54cab1ab82b
1,r1-D-LINT-03-bypass-none,D-LINT-03,directed,ruff_lint,none,controlled_rejection,ruff_lint,caa7a492d284d14a877f8c721dfd19a030dfb0240775817118d9681a83ab0222
1,r1-D-LINT-03-bypass-ruff_format,D-LINT-03,directed,ruff_lint,ruff_format,controlled_rejection,ruff_lint,caa7a492d284d14a877f8c721dfd19a030dfb0240775817118d9681a83ab0222
1,r1-D-LINT-03-bypass-ruff_lint,D-LINT-03,directed,ruff_lint,ruff_lint,controlled_rejection,mypy,caa7a492d284d14a877f8c721dfd19a030dfb0240775817118d9681a83ab0222
1,r1-D-LINT-03-bypass-mypy,D-LINT-03,directed,ruff_lint,mypy,controlled_rejection,ruff_lint,caa7a492d284d14a877f8c721dfd19a030dfb0240775817118d9681a83ab0222
1,r1-D-LINT-03-bypass-pytest,D-LINT-03,directed,ruff_lint,pytest,controlled_rejection,ruff_lint,caa7a492d284d14a877f8c721dfd19a030dfb0240775817118d9681a83ab0222
1,r1-D-LINT-04-bypass-none,D-LINT-04,directed,ruff_lint,none,controlled_rejection,ruff_lint,896433bc62ea0499cb06714cd62975d7b646e292be0ccd3fa545ee70fe74190d
1,r1-D-LINT-04-bypass-ruff_format,D-LINT-04,directed,ruff_lint,ruff_format,controlled_rejection,ruff_lint,896433bc62ea0499cb06714cd62975d7b646e292be0ccd3fa545ee70fe74190d
1,r1-D-LINT-04-bypass-ruff_lint,D-LINT-04,directed,ruff_lint,ruff_lint,controlled_rejection,mypy,896433bc62ea0499cb06714cd62975d7b646e292be0ccd3fa545ee70fe74190d
1,r1-D-LINT-04-bypass-mypy,D-LINT-04,directed,ruff_lint,mypy,controlled_rejection,ruff_lint,896433bc62ea0499cb06714cd62975d7b646e292be0ccd3fa545ee70fe74190d
1,r1-D-LINT-04-bypass-pytest,D-LINT-04,directed,ruff_lint,pytest,controlled_rejection,ruff_lint,896433bc62ea0499cb06714cd62975d7b646e292be0ccd3fa545ee70fe74190d
1,r1-D-MYPY-01-bypass-none,D-MYPY-01,directed,mypy,none,controlled_rejection,mypy,4c5819c4340cc90056ee5c5b6e707305ee0d9ce1ca39021d649280e1414829bd
1,r1-D-MYPY-01-bypass-ruff_format,D-MYPY-01,directed,mypy,ruff_format,controlled_rejection,mypy,4c5819c4340cc90056ee5c5b6e707305ee0d9ce1ca39021d649280e1414829bd
1,r1-D-MYPY-01-bypass-ruff_lint,D-MYPY-01,directed,mypy,ruff_lint,controlled_rejection,mypy,4c5819c4340cc90056ee5c5b6e707305ee0d9ce1ca39021d649280e1414829bd
1,r1-D-MYPY-01-bypass-mypy,D-MYPY-01,directed,mypy,mypy,accepted,accepted,4c5819c4340cc90056ee5c5b6e707305ee0d9ce1ca39021d649280e1414829bd
1,r1-D-MYPY-01-bypass-pytest,D-MYPY-01,directed,mypy,pytest,controlled_rejection,mypy,4c5819c4340cc90056ee5c5b6e707305ee0d9ce1ca39021d649280e1414829bd
1,r1-D-MYPY-02-bypass-none,D-MYPY-02,directed,mypy,none,controlled_rejection,mypy,617a2adc3301de9bfc145d055326096f796c97b03714acfd272594bc211ba74e
1,r1-D-MYPY-02-bypass-ruff_format,D-MYPY-02,directed,mypy,ruff_format,controlled_rejection,mypy,617a2adc3301de9bfc145d055326096f796c97b03714acfd272594bc211ba74e
1,r1-D-MYPY-02-bypass-ruff_lint,D-MYPY-02,directed,mypy,ruff_lint,controlled_rejection,mypy,617a2adc3301de9bfc145d055326096f796c97b03714acfd272594bc211ba74e
1,r1-D-MYPY-02-bypass-mypy,D-MYPY-02,directed,mypy,mypy,accepted,accepted,617a2adc3301de9bfc145d055326096f796c97b03714acfd272594bc211ba74e
1,r1-D-MYPY-02-bypass-pytest,D-MYPY-02,directed,mypy,pytest,controlled_rejection,mypy,617a2adc3301de9bfc145d055326096f796c97b03714acfd272594bc211ba74e
1,r1-D-MYPY-03-bypass-none,D-MYPY-03,directed,mypy,none,controlled_rejection,mypy,380d80a82085c43db5ab98d8a34f75be1f09f6a40cf20dc094c01600f2c2fd16
1,r1-D-MYPY-03-bypass-ruff_format,D-MYPY-03,directed,mypy,ruff_format,controlled_rejection,mypy,380d80a82085c43db5ab98d8a34f75be1f09f6a40cf20dc094c01600f2c2fd16
1,r1-D-MYPY-03-bypass-ruff_lint,D-MYPY-03,directed,mypy,ruff_lint,controlled_rejection,mypy,380d80a82085c43db5ab98d8a34f75be1f09f6a40cf20dc094c01600f2c2fd16
1,r1-D-MYPY-03-bypass-mypy,D-MYPY-03,directed,mypy,mypy,accepted,accepted,380d80a82085c43db5ab98d8a34f75be1f09f6a40cf20dc094c01600f2c2fd16
1,r1-D-MYPY-03-bypass-pytest,D-MYPY-03,directed,mypy,pytest,controlled_rejection,mypy,380d80a82085c43db5ab98d8a34f75be1f09f6a40cf20dc094c01600f2c2fd16
1,r1-D-MYPY-04-bypass-none,D-MYPY-04,directed,mypy,none,controlled_rejection,mypy,91d1430a1f3d22c0a07cd62585a8aa77c38017aeac268cab1148325da6795612
1,r1-D-MYPY-04-bypass-ruff_format,D-MYPY-04,directed,mypy,ruff_format,controlled_rejection,mypy,91d1430a1f3d22c0a07cd62585a8aa77c38017aeac268cab1148325da6795612
1,r1-D-MYPY-04-bypass-ruff_lint,D-MYPY-04,directed,mypy,ruff_lint,controlled_rejection,mypy,91d1430a1f3d22c0a07cd62585a8aa77c38017aeac268cab1148325da6795612
1,r1-D-MYPY-04-bypass-mypy,D-MYPY-04,directed,mypy,mypy,accepted,accepted,91d1430a1f3d22c0a07cd62585a8aa77c38017aeac268cab1148325da6795612
1,r1-D-MYPY-04-bypass-pytest,D-MYPY-04,directed,mypy,pytest,controlled_rejection,mypy,91d1430a1f3d22c0a07cd62585a8aa77c38017aeac268cab1148325da6795612
1,r1-D-PYTEST-01-bypass-none,D-PYTEST-01,directed,pytest,none,controlled_rejection,pytest,2371a08950c8da7aff7d53748fe234fb3c132eaacc2729dfe78037ac14a6e4f2
1,r1-D-PYTEST-01-bypass-ruff_format,D-PYTEST-01,directed,pytest,ruff_format,controlled_rejection,pytest,2371a08950c8da7aff7d53748fe234fb3c132eaacc2729dfe78037ac14a6e4f2
1,r1-D-PYTEST-01-bypass-ruff_lint,D-PYTEST-01,directed,pytest,ruff_lint,controlled_rejection,pytest,2371a08950c8da7aff7d53748fe234fb3c132eaacc2729dfe78037ac14a6e4f2
1,r1-D-PYTEST-01-bypass-mypy,D-PYTEST-01,directed,pytest,mypy,controlled_rejection,pytest,2371a08950c8da7aff7d53748fe234fb3c132eaacc2729dfe78037ac14a6e4f2
1,r1-D-PYTEST-01-bypass-pytest,D-PYTEST-01,directed,pytest,pytest,accepted,accepted,2371a08950c8da7aff7d53748fe234fb3c132eaacc2729dfe78037ac14a6e4f2
1,r1-D-PYTEST-02-bypass-none,D-PYTEST-02,directed,pytest,none,controlled_rejection,pytest,b56d9aad910a290030842151b01a1180dd5e1aa6cecf10723fcfd7811fc56295
1,r1-D-PYTEST-02-bypass-ruff_format,D-PYTEST-02,directed,pytest,ruff_format,controlled_rejection,pytest,b56d9aad910a290030842151b01a1180dd5e1aa6cecf10723fcfd7811fc56295
1,r1-D-PYTEST-02-bypass-ruff_lint,D-PYTEST-02,directed,pytest,ruff_lint,controlled_rejection,pytest,b56d9aad910a290030842151b01a1180dd5e1aa6cecf10723fcfd7811fc56295
1,r1-D-PYTEST-02-bypass-mypy,D-PYTEST-02,directed,pytest,mypy,controlled_rejection,pytest,b56d9aad910a290030842151b01a1180dd5e1aa6cecf10723fcfd7811fc56295
1,r1-D-PYTEST-02-bypass-pytest,D-PYTEST-02,directed,pytest,pytest,accepted,accepted,b56d9aad910a290030842151b01a1180dd5e1aa6cecf10723fcfd7811fc56295
1,r1-D-PYTEST-03-bypass-none,D-PYTEST-03,directed,pytest,none,controlled_rejection,pytest,b35b92747b17db63abe496dc319f733b5e74120ff784e9ce5beb6469a3a61dc3
1,r1-D-PYTEST-03-bypass-ruff_format,D-PYTEST-03,directed,pytest,ruff_format,controlled_rejection,pytest,b35b92747b17db63abe496dc319f733b5e74120ff784e9ce5beb6469a3a61dc3
1,r1-D-PYTEST-03-bypass-ruff_lint,D-PYTEST-03,directed,pytest,ruff_lint,controlled_rejection,pytest,b35b92747b17db63abe496dc319f733b5e74120ff784e9ce5beb6469a3a61dc3
1,r1-D-PYTEST-03-bypass-mypy,D-PYTEST-03,directed,pytest,mypy,controlled_rejection,pytest,b35b92747b17db63abe496dc319f733b5e74120ff784e9ce5beb6469a3a61dc3
1,r1-D-PYTEST-03-bypass-pytest,D-PYTEST-03,directed,pytest,pytest,accepted,accepted,b35b92747b17db63abe496dc319f733b5e74120ff784e9ce5beb6469a3a61dc3
1,r1-D-PYTEST-04-bypass-none,D-PYTEST-04,directed,pytest,none,controlled_rejection,pytest,d521c8597ad5eebca4bf1debeabe7395b6bf661b6919fa920e4766dd2539e58f
1,r1-D-PYTEST-04-bypass-ruff_format,D-PYTEST-04,directed,pytest,ruff_format,controlled_rejection,pytest,d521c8597ad5eebca4bf1debeabe7395b6bf661b6919fa920e4766dd2539e58f
1,r1-D-PYTEST-04-bypass-ruff_lint,D-PYTEST-04,directed,pytest,ruff_lint,controlled_rejection,pytest,d521c8597ad5eebca4bf1debeabe7395b6bf661b6919fa920e4766dd2539e58f
1,r1-D-PYTEST-04-bypass-mypy,D-PYTEST-04,directed,pytest,mypy,controlled_rejection,pytest,d521c8597ad5eebca4bf1debeabe7395b6bf661b6919fa920e4766dd2539e58f
1,r1-D-PYTEST-04-bypass-pytest,D-PYTEST-04,directed,pytest,pytest,accepted,accepted,d521c8597ad5eebca4bf1debeabe7395b6bf661b6919fa920e4766dd2539e58f
1,r1-CTRL-02-bypass-none,CTRL-02,control,,none,accepted,accepted,49f3abd713b73e8134443631edb31c8809e38b28c93db3f0ffddc007921460ec
2,r2-CTRL-01-bypass-none,CTRL-01,control,,none,accepted,accepted,49f3abd713b73e8134443631edb31c8809e38b28c93db3f0ffddc007921460ec
2,r2-G-LAY-01-bypass-none,G-LAY-01,primary,,none,controlled_rejection,ruff_format,d83ff0736e606dad583ddb3c91edd01be8c88fc9962208d10c8a0e7e64cf1368
2,r2-G-LAY-01-bypass-ruff_format,G-LAY-01,primary,,ruff_format,accepted,accepted,d83ff0736e606dad583ddb3c91edd01be8c88fc9962208d10c8a0e7e64cf1368
2,r2-G-LAY-01-bypass-ruff_lint,G-LAY-01,primary,,ruff_lint,controlled_rejection,ruff_format,d83ff0736e606dad583ddb3c91edd01be8c88fc9962208d10c8a0e7e64cf1368
2,r2-G-LAY-01-bypass-mypy,G-LAY-01,primary,,mypy,controlled_rejection,ruff_format,d83ff0736e606dad583ddb3c91edd01be8c88fc9962208d10c8a0e7e64cf1368
2,r2-G-LAY-01-bypass-pytest,G-LAY-01,primary,,pytest,controlled_rejection,ruff_format,d83ff0736e606dad583ddb3c91edd01be8c88fc9962208d10c8a0e7e64cf1368
2,r2-G-LAY-02-bypass-none,G-LAY-02,primary,,none,controlled_rejection,ruff_format,666c727df6df04951f15c9effea5f5f895fc253409ef55b963352f379889ef19
2,r2-G-LAY-02-bypass-ruff_format,G-LAY-02,primary,,ruff_format,accepted,accepted,666c727df6df04951f15c9effea5f5f895fc253409ef55b963352f379889ef19
2,r2-G-LAY-02-bypass-ruff_lint,G-LAY-02,primary,,ruff_lint,controlled_rejection,ruff_format,666c727df6df04951f15c9effea5f5f895fc253409ef55b963352f379889ef19
2,r2-G-LAY-02-bypass-mypy,G-LAY-02,primary,,mypy,controlled_rejection,ruff_format,666c727df6df04951f15c9effea5f5f895fc253409ef55b963352f379889ef19
2,r2-G-LAY-02-bypass-pytest,G-LAY-02,primary,,pytest,controlled_rejection,ruff_format,666c727df6df04951f15c9effea5f5f895fc253409ef55b963352f379889ef19
2,r2-G-LAY-03-bypass-none,G-LAY-03,primary,,none,controlled_rejection,ruff_format,dc4fc167fb02854be6bbd96c86de98779c81880133eaa81e3eaafd3a8d2848de
2,r2-G-LAY-03-bypass-ruff_format,G-LAY-03,primary,,ruff_format,accepted,accepted,dc4fc167fb02854be6bbd96c86de98779c81880133eaa81e3eaafd3a8d2848de
2,r2-G-LAY-03-bypass-ruff_lint,G-LAY-03,primary,,ruff_lint,controlled_rejection,ruff_format,dc4fc167fb02854be6bbd96c86de98779c81880133eaa81e3eaafd3a8d2848de
2,r2-G-LAY-03-bypass-mypy,G-LAY-03,primary,,mypy,controlled_rejection,ruff_format,dc4fc167fb02854be6bbd96c86de98779c81880133eaa81e3eaafd3a8d2848de
2,r2-G-LAY-03-bypass-pytest,G-LAY-03,primary,,pytest,controlled_rejection,ruff_format,dc4fc167fb02854be6bbd96c86de98779c81880133eaa81e3eaafd3a8d2848de
2,r2-G-LAY-04-bypass-none,G-LAY-04,primary,,none,controlled_rejection,ruff_format,cd467f17d357eebc23fd4ba8fd403faa3e1bd41eabf95520322e5efe48b58a1a
2,r2-G-LAY-04-bypass-ruff_format,G-LAY-04,primary,,ruff_format,accepted,accepted,cd467f17d357eebc23fd4ba8fd403faa3e1bd41eabf95520322e5efe48b58a1a
2,r2-G-LAY-04-bypass-ruff_lint,G-LAY-04,primary,,ruff_lint,controlled_rejection,ruff_format,cd467f17d357eebc23fd4ba8fd403faa3e1bd41eabf95520322e5efe48b58a1a
2,r2-G-LAY-04-bypass-mypy,G-LAY-04,primary,,mypy,controlled_rejection,ruff_format,cd467f17d357eebc23fd4ba8fd403faa3e1bd41eabf95520322e5efe48b58a1a
2,r2-G-LAY-04-bypass-pytest,G-LAY-04,primary,,pytest,controlled_rejection,ruff_format,cd467f17d357eebc23fd4ba8fd403faa3e1bd41eabf95520322e5efe48b58a1a
2,r2-G-PAR-01-bypass-none,G-PAR-01,primary,,none,controlled_rejection,pytest,6a0e1cf05df17fe3661e4a77026635bfa382a147f465176013ad43c95cfed600
2,r2-G-PAR-01-bypass-ruff_format,G-PAR-01,primary,,ruff_format,controlled_rejection,pytest,6a0e1cf05df17fe3661e4a77026635bfa382a147f465176013ad43c95cfed600
2,r2-G-PAR-01-bypass-ruff_lint,G-PAR-01,primary,,ruff_lint,controlled_rejection,pytest,6a0e1cf05df17fe3661e4a77026635bfa382a147f465176013ad43c95cfed600
2,r2-G-PAR-01-bypass-mypy,G-PAR-01,primary,,mypy,controlled_rejection,pytest,6a0e1cf05df17fe3661e4a77026635bfa382a147f465176013ad43c95cfed600
2,r2-G-PAR-01-bypass-pytest,G-PAR-01,primary,,pytest,accepted,accepted,6a0e1cf05df17fe3661e4a77026635bfa382a147f465176013ad43c95cfed600
2,r2-G-PAR-02-bypass-none,G-PAR-02,primary,,none,controlled_rejection,mypy,c2816a1c7cb5dfef7c449029592776618fc91abf6102b01cb0e82276b691746d
2,r2-G-PAR-02-bypass-ruff_format,G-PAR-02,primary,,ruff_format,controlled_rejection,mypy,c2816a1c7cb5dfef7c449029592776618fc91abf6102b01cb0e82276b691746d
2,r2-G-PAR-02-bypass-ruff_lint,G-PAR-02,primary,,ruff_lint,controlled_rejection,mypy,c2816a1c7cb5dfef7c449029592776618fc91abf6102b01cb0e82276b691746d
2,r2-G-PAR-02-bypass-mypy,G-PAR-02,primary,,mypy,controlled_rejection,pytest,c2816a1c7cb5dfef7c449029592776618fc91abf6102b01cb0e82276b691746d
2,r2-G-PAR-02-bypass-pytest,G-PAR-02,primary,,pytest,controlled_rejection,mypy,c2816a1c7cb5dfef7c449029592776618fc91abf6102b01cb0e82276b691746d
2,r2-G-PAR-03-bypass-none,G-PAR-03,primary,,none,controlled_rejection,pytest,4c755b8ffa0da0d3960c57af16d5b7c5ed91ce56ac9995779c0696e3c885449d
2,r2-G-PAR-03-bypass-ruff_format,G-PAR-03,primary,,ruff_format,controlled_rejection,pytest,4c755b8ffa0da0d3960c57af16d5b7c5ed91ce56ac9995779c0696e3c885449d
2,r2-G-PAR-03-bypass-ruff_lint,G-PAR-03,primary,,ruff_lint,controlled_rejection,pytest,4c755b8ffa0da0d3960c57af16d5b7c5ed91ce56ac9995779c0696e3c885449d
2,r2-G-PAR-03-bypass-mypy,G-PAR-03,primary,,mypy,controlled_rejection,pytest,4c755b8ffa0da0d3960c57af16d5b7c5ed91ce56ac9995779c0696e3c885449d
2,r2-G-PAR-03-bypass-pytest,G-PAR-03,primary,,pytest,accepted,accepted,4c755b8ffa0da0d3960c57af16d5b7c5ed91ce56ac9995779c0696e3c885449d
2,r2-G-PAR-04-bypass-none,G-PAR-04,primary,,none,controlled_rejection,mypy,cd6c3b51b2455af62259a4439b879b56f703d6f296939a27fb947b468a11946a
2,r2-G-PAR-04-bypass-ruff_format,G-PAR-04,primary,,ruff_format,controlled_rejection,mypy,cd6c3b51b2455af62259a4439b879b56f703d6f296939a27fb947b468a11946a
2,r2-G-PAR-04-bypass-ruff_lint,G-PAR-04,primary,,ruff_lint,controlled_rejection,mypy,cd6c3b51b2455af62259a4439b879b56f703d6f296939a27fb947b468a11946a
2,r2-G-PAR-04-bypass-mypy,G-PAR-04,primary,,mypy,controlled_rejection,pytest,cd6c3b51b2455af62259a4439b879b56f703d6f296939a27fb947b468a11946a
2,r2-G-PAR-04-bypass-pytest,G-PAR-04,primary,,pytest,controlled_rejection,mypy,cd6c3b51b2455af62259a4439b879b56f703d6f296939a27fb947b468a11946a
2,r2-G-ANN-01-bypass-none,G-ANN-01,primary,,none,controlled_rejection,mypy,1f9ba6b80b737b1af1f5e1ebd72306c590fa43eac086bfbd686555e804c36955
2,r2-G-ANN-01-bypass-ruff_format,G-ANN-01,primary,,ruff_format,controlled_rejection,mypy,1f9ba6b80b737b1af1f5e1ebd72306c590fa43eac086bfbd686555e804c36955
2,r2-G-ANN-01-bypass-ruff_lint,G-ANN-01,primary,,ruff_lint,controlled_rejection,mypy,1f9ba6b80b737b1af1f5e1ebd72306c590fa43eac086bfbd686555e804c36955
2,r2-G-ANN-01-bypass-mypy,G-ANN-01,primary,,mypy,accepted,accepted,1f9ba6b80b737b1af1f5e1ebd72306c590fa43eac086bfbd686555e804c36955
2,r2-G-ANN-01-bypass-pytest,G-ANN-01,primary,,pytest,controlled_rejection,mypy,1f9ba6b80b737b1af1f5e1ebd72306c590fa43eac086bfbd686555e804c36955
2,r2-G-ANN-02-bypass-none,G-ANN-02,primary,,none,controlled_rejection,mypy,2a5556f0cdd1cf3221a21a746627d284bbb3d51f49792d1a147ae8bb2da796d1
2,r2-G-ANN-02-bypass-ruff_format,G-ANN-02,primary,,ruff_format,controlled_rejection,mypy,2a5556f0cdd1cf3221a21a746627d284bbb3d51f49792d1a147ae8bb2da796d1
2,r2-G-ANN-02-bypass-ruff_lint,G-ANN-02,primary,,ruff_lint,controlled_rejection,mypy,2a5556f0cdd1cf3221a21a746627d284bbb3d51f49792d1a147ae8bb2da796d1
2,r2-G-ANN-02-bypass-mypy,G-ANN-02,primary,,mypy,accepted,accepted,2a5556f0cdd1cf3221a21a746627d284bbb3d51f49792d1a147ae8bb2da796d1
2,r2-G-ANN-02-bypass-pytest,G-ANN-02,primary,,pytest,controlled_rejection,mypy,2a5556f0cdd1cf3221a21a746627d284bbb3d51f49792d1a147ae8bb2da796d1
2,r2-G-ANN-03-bypass-none,G-ANN-03,primary,,none,controlled_rejection,mypy,0e55ea8b8a131286eff04f7cbe2db3beb13afb10a8593e1662b22c8d148461a3
2,r2-G-ANN-03-bypass-ruff_format,G-ANN-03,primary,,ruff_format,controlled_rejection,mypy,0e55ea8b8a131286eff04f7cbe2db3beb13afb10a8593e1662b22c8d148461a3
2,r2-G-ANN-03-bypass-ruff_lint,G-ANN-03,primary,,ruff_lint,controlled_rejection,mypy,0e55ea8b8a131286eff04f7cbe2db3beb13afb10a8593e1662b22c8d148461a3
2,r2-G-ANN-03-bypass-mypy,G-ANN-03,primary,,mypy,accepted,accepted,0e55ea8b8a131286eff04f7cbe2db3beb13afb10a8593e1662b22c8d148461a3
2,r2-G-ANN-03-bypass-pytest,G-ANN-03,primary,,pytest,controlled_rejection,mypy,0e55ea8b8a131286eff04f7cbe2db3beb13afb10a8593e1662b22c8d148461a3
2,r2-G-ANN-04-bypass-none,G-ANN-04,primary,,none,controlled_rejection,mypy,273e2390fe61b0144745d2fd0700c71e3fa3f0565c1ed45da14b4ee44e1a0173
2,r2-G-ANN-04-bypass-ruff_format,G-ANN-04,primary,,ruff_format,controlled_rejection,mypy,273e2390fe61b0144745d2fd0700c71e3fa3f0565c1ed45da14b4ee44e1a0173
2,r2-G-ANN-04-bypass-ruff_lint,G-ANN-04,primary,,ruff_lint,controlled_rejection,mypy,273e2390fe61b0144745d2fd0700c71e3fa3f0565c1ed45da14b4ee44e1a0173
2,r2-G-ANN-04-bypass-mypy,G-ANN-04,primary,,mypy,accepted,accepted,273e2390fe61b0144745d2fd0700c71e3fa3f0565c1ed45da14b4ee44e1a0173
2,r2-G-ANN-04-bypass-pytest,G-ANN-04,primary,,pytest,controlled_rejection,mypy,273e2390fe61b0144745d2fd0700c71e3fa3f0565c1ed45da14b4ee44e1a0173
2,r2-G-PRE-01-bypass-none,G-PRE-01,primary,,none,accepted,accepted,7ea3e0519878e25318a771313b25afadfd45ae40ffab48540afb127a30a98420
2,r2-G-PRE-01-bypass-ruff_format,G-PRE-01,primary,,ruff_format,accepted,accepted,7ea3e0519878e25318a771313b25afadfd45ae40ffab48540afb127a30a98420
2,r2-G-PRE-01-bypass-ruff_lint,G-PRE-01,primary,,ruff_lint,accepted,accepted,7ea3e0519878e25318a771313b25afadfd45ae40ffab48540afb127a30a98420
2,r2-G-PRE-01-bypass-mypy,G-PRE-01,primary,,mypy,accepted,accepted,7ea3e0519878e25318a771313b25afadfd45ae40ffab48540afb127a30a98420
2,r2-G-PRE-01-bypass-pytest,G-PRE-01,primary,,pytest,accepted,accepted,7ea3e0519878e25318a771313b25afadfd45ae40ffab48540afb127a30a98420
2,r2-G-PRE-02-bypass-none,G-PRE-02,primary,,none,accepted,accepted,13c74807761c19c0ca05b80016431c0c71f85a02bec699f9ab638ecb42edf01a
2,r2-G-PRE-02-bypass-ruff_format,G-PRE-02,primary,,ruff_format,accepted,accepted,13c74807761c19c0ca05b80016431c0c71f85a02bec699f9ab638ecb42edf01a
2,r2-G-PRE-02-bypass-ruff_lint,G-PRE-02,primary,,ruff_lint,accepted,accepted,13c74807761c19c0ca05b80016431c0c71f85a02bec699f9ab638ecb42edf01a
2,r2-G-PRE-02-bypass-mypy,G-PRE-02,primary,,mypy,accepted,accepted,13c74807761c19c0ca05b80016431c0c71f85a02bec699f9ab638ecb42edf01a
2,r2-G-PRE-02-bypass-pytest,G-PRE-02,primary,,pytest,accepted,accepted,13c74807761c19c0ca05b80016431c0c71f85a02bec699f9ab638ecb42edf01a
2,r2-G-PRE-03-bypass-none,G-PRE-03,primary,,none,accepted,accepted,7083660a2436aec3a566226daeae45fa0ffb15205168b2cb553016e77deda0fe
2,r2-G-PRE-03-bypass-ruff_format,G-PRE-03,primary,,ruff_format,accepted,accepted,7083660a2436aec3a566226daeae45fa0ffb15205168b2cb553016e77deda0fe
2,r2-G-PRE-03-bypass-ruff_lint,G-PRE-03,primary,,ruff_lint,accepted,accepted,7083660a2436aec3a566226daeae45fa0ffb15205168b2cb553016e77deda0fe
2,r2-G-PRE-03-bypass-mypy,G-PRE-03,primary,,mypy,accepted,accepted,7083660a2436aec3a566226daeae45fa0ffb15205168b2cb553016e77deda0fe
2,r2-G-PRE-03-bypass-pytest,G-PRE-03,primary,,pytest,accepted,accepted,7083660a2436aec3a566226daeae45fa0ffb15205168b2cb553016e77deda0fe
2,r2-G-PRE-04-bypass-none,G-PRE-04,primary,,none,controlled_rejection,pytest,62ff03831d428ab50978f30decb37f21b2dd1b003316fb5b277a37e9f0204390
2,r2-G-PRE-04-bypass-ruff_format,G-PRE-04,primary,,ruff_format,controlled_rejection,pytest,62ff03831d428ab50978f30decb37f21b2dd1b003316fb5b277a37e9f0204390
2,r2-G-PRE-04-bypass-ruff_lint,G-PRE-04,primary,,ruff_lint,controlled_rejection,pytest,62ff03831d428ab50978f30decb37f21b2dd1b003316fb5b277a37e9f0204390
2,r2-G-PRE-04-bypass-mypy,G-PRE-04,primary,,mypy,controlled_rejection,pytest,62ff03831d428ab50978f30decb37f21b2dd1b003316fb5b277a37e9f0204390
2,r2-G-PRE-04-bypass-pytest,G-PRE-04,primary,,pytest,accepted,accepted,62ff03831d428ab50978f30decb37f21b2dd1b003316fb5b277a37e9f0204390
2,r2-G-PRE-05-bypass-none,G-PRE-05,primary,,none,controlled_rejection,pytest,c7469f3b6c7a47c1e2f1db47c037a5c41d11899a6c54750036672d63d2eab7f1
2,r2-G-PRE-05-bypass-ruff_format,G-PRE-05,primary,,ruff_format,controlled_rejection,pytest,c7469f3b6c7a47c1e2f1db47c037a5c41d11899a6c54750036672d63d2eab7f1
2,r2-G-PRE-05-bypass-ruff_lint,G-PRE-05,primary,,ruff_lint,controlled_rejection,pytest,c7469f3b6c7a47c1e2f1db47c037a5c41d11899a6c54750036672d63d2eab7f1
2,r2-G-PRE-05-bypass-mypy,G-PRE-05,primary,,mypy,controlled_rejection,pytest,c7469f3b6c7a47c1e2f1db47c037a5c41d11899a6c54750036672d63d2eab7f1
2,r2-G-PRE-05-bypass-pytest,G-PRE-05,primary,,pytest,accepted,accepted,c7469f3b6c7a47c1e2f1db47c037a5c41d11899a6c54750036672d63d2eab7f1
2,r2-G-PRE-06-bypass-none,G-PRE-06,primary,,none,controlled_rejection,pytest,9304a3cf95e57b3e5fc5a904052cf8dbf3f257915e45750c25b1b2f03e058088
2,r2-G-PRE-06-bypass-ruff_format,G-PRE-06,primary,,ruff_format,controlled_rejection,pytest,9304a3cf95e57b3e5fc5a904052cf8dbf3f257915e45750c25b1b2f03e058088
2,r2-G-PRE-06-bypass-ruff_lint,G-PRE-06,primary,,ruff_lint,controlled_rejection,pytest,9304a3cf95e57b3e5fc5a904052cf8dbf3f257915e45750c25b1b2f03e058088
2,r2-G-PRE-06-bypass-mypy,G-PRE-06,primary,,mypy,controlled_rejection,pytest,9304a3cf95e57b3e5fc5a904052cf8dbf3f257915e45750c25b1b2f03e058088
2,r2-G-PRE-06-bypass-pytest,G-PRE-06,primary,,pytest,accepted,accepted,9304a3cf95e57b3e5fc5a904052cf8dbf3f257915e45750c25b1b2f03e058088
